# This output.txt file was obtained running a
# simulation with these input parameters

# 
# [field]
# avg_n = 10
# pdf_n = BoseEinstein
# cut_n = 100
# 
# [atom]
# Cg = 1
# Ce = 0
# 
# [interaction]
# int_coupling = 1
# int_detuning = 0
# 
# [simulation]
# time = 100
# step = 0.01
# 
# [output]
# save_txt = True
# save_png = True
# out_label = output_BoseEinstein
# 


# -------------------------------------------- #

# [Time]     [Atomic inversion function] 

   00.00	-0.9999274343
   00.01	-0.9994279213
   00.02	-0.9979304259
   00.03	-0.9954380797
   00.04	-0.9919560917
   00.05	-0.9874917316
   00.06	-0.9820543075
   00.07	-0.9756551369
   00.08	-0.9683075116
   00.09	-0.9600266567
   00.10	-0.9508296837
   00.11	-0.9407355378
   00.12	-0.9297649398
   00.13	-0.9179403229
   00.14	-0.9052857642
   00.15	-0.8918269122
   00.16	-0.8775909087
   00.17	-0.8626063078
   00.18	-0.8469029905
   00.19	-0.8305120759
   00.20	-0.8134658294
   00.21	-0.7957975681
   00.22	-0.7775415640
   00.23	-0.7587329448
   00.24	-0.7394075936
   00.25	-0.7196020467
   00.26	-0.6993533914
   00.27	-0.6786991622
   00.28	-0.6576772380
   00.29	-0.6363257391
   00.30	-0.6146829241
   00.31	-0.5927870894
   00.32	-0.5706764684
   00.33	-0.5483891336
   00.34	-0.5259629000
   00.35	-0.5034352311
   00.36	-0.4808431475
   00.37	-0.4582231387
   00.38	-0.4356110773
   00.39	-0.4130421378
   00.40	-0.3905507181
   00.41	-0.3681703652
   00.42	-0.3459337057
   00.43	-0.3238723791
   00.44	-0.3020169771
   00.45	-0.2803969862
   00.46	-0.2590407362
   00.47	-0.2379753521
   00.48	-0.2172267120
   00.49	-0.1968194091
   00.50	-0.1767767191
   00.51	-0.1571205726
   00.52	-0.1378715315
   00.53	-0.1190487714
   00.54	-0.1006700681
   00.55	-0.0827517893
   00.56	-0.0653088901
   00.57	-0.0483549142
   00.58	-0.0319019987
   00.59	-0.0159608833
   00.60	-0.0005409239
   00.61	+0.0143498900
   00.62	+0.0287049146
   00.63	+0.0425188266
   00.64	+0.0557875953
   00.65	+0.0685084515
   00.66	+0.0806798532
   00.67	+0.0923014483
   00.68	+0.1033740359
   00.69	+0.1138995237
   00.70	+0.1238808847
   00.71	+0.1333221114
   00.72	+0.1422281690
   00.73	+0.1506049461
   00.74	+0.1584592056
   00.75	+0.1657985342
   00.76	+0.1726312905
   00.77	+0.1789665538
   00.78	+0.1848140722
   00.79	+0.1901842100
   00.80	+0.1950878965
   00.81	+0.1995365739
   00.82	+0.2035421463
   00.83	+0.2071169299
   00.84	+0.2102736029
   00.85	+0.2130251571
   00.86	+0.2153848506
   00.87	+0.2173661619
   00.88	+0.2189827447
   00.89	+0.2202483851
   00.90	+0.2211769592
   00.91	+0.2217823938
   00.92	+0.2220786277
   00.93	+0.2220795752
   00.94	+0.2217990915
   00.95	+0.2212509398
   00.96	+0.2204487606
   00.97	+0.2194060425
   00.98	+0.2181360956
   00.99	+0.2166520259
   01.00	+0.2149667125
   01.01	+0.2130927865
   01.02	+0.2110426114
   01.03	+0.2088282656
   01.04	+0.2064615272
   01.05	+0.2039538599
   01.06	+0.2013164007
   01.07	+0.1985599499
   01.08	+0.1956949620
   01.09	+0.1927315388
   01.10	+0.1896794233
   01.11	+0.1865479955
   01.12	+0.1833462697
   01.13	+0.1800828926
   01.14	+0.1767661428
   01.15	+0.1734039313
   01.16	+0.1700038039
   01.17	+0.1665729436
   01.18	+0.1631181738
   01.19	+0.1596459637
   01.20	+0.1561624328
   01.21	+0.1526733573
   01.22	+0.1491841766
   01.23	+0.1457000002
   01.24	+0.1422256161
   01.25	+0.1387654979
   01.26	+0.1353238140
   01.27	+0.1319044364
   01.28	+0.1285109494
   01.29	+0.1251466593
   01.30	+0.1218146040
   01.31	+0.1185175620
   01.32	+0.1152580630
   01.33	+0.1120383968
   01.34	+0.1088606237
   01.35	+0.1057265843
   01.36	+0.1026379087
   01.37	+0.0995960268
   01.38	+0.0966021773
   01.39	+0.0936574179
   01.40	+0.0907626339
   01.41	+0.0879185475
   01.42	+0.0851257271
   01.43	+0.0823845960
   01.44	+0.0796954408
   01.45	+0.0770584201
   01.46	+0.0744735729
   01.47	+0.0719408261
   01.48	+0.0694600023
   01.49	+0.0670308278
   01.50	+0.0646529395
   01.51	+0.0623258921
   01.52	+0.0600491647
   01.53	+0.0578221679
   01.54	+0.0556442497
   01.55	+0.0535147022
   01.56	+0.0514327669
   01.57	+0.0493976403
   01.58	+0.0474084798
   01.59	+0.0454644083
   01.60	+0.0435645194
   01.61	+0.0417078822
   01.62	+0.0398935455
   01.63	+0.0381205425
   01.64	+0.0363878944
   01.65	+0.0346946139
   01.66	+0.0330397095
   01.67	+0.0314221881
   01.68	+0.0298410586
   01.69	+0.0282953343
   01.70	+0.0267840361
   01.71	+0.0253061946
   01.72	+0.0238608524
   01.73	+0.0224470662
   01.74	+0.0210639085
   01.75	+0.0197104696
   01.76	+0.0183858584
   01.77	+0.0170892042
   01.78	+0.0158196577
   01.79	+0.0145763917
   01.80	+0.0133586019
   01.81	+0.0121655074
   01.82	+0.0109963512
   01.83	+0.0098504003
   01.84	+0.0087269463
   01.85	+0.0076253046
   01.86	+0.0065448150
   01.87	+0.0054848408
   01.88	+0.0044447689
   01.89	+0.0034240091
   01.90	+0.0024219936
   01.91	+0.0014381760
   01.92	+0.0004720310
   01.93	-0.0004769464
   01.94	-0.0014092422
   01.95	-0.0023253233
   01.96	-0.0032256395
   01.97	-0.0041106239
   01.98	-0.0049806937
   01.99	-0.0058362517
   02.00	-0.0066776867
   02.01	-0.0075053747
   02.02	-0.0083196800
   02.03	-0.0091209557
   02.04	-0.0099095449
   02.05	-0.0106857811
   02.06	-0.0114499897
   02.07	-0.0122024878
   02.08	-0.0129435859
   02.09	-0.0136735877
   02.10	-0.0143927911
   02.11	-0.0151014882
   02.12	-0.0157999666
   02.13	-0.0164885090
   02.14	-0.0171673938
