# This output.txt file was obtained running a
# simulation with these input parameters

# 
# [field]
# avg_n = 10
# pdf_n = Dirac
# cut_n = 100
# 
# [atom]
# Cg = 1
# Ce = 0
# 
# [interaction]
# int_coupling = 1
# int_detuning = 0
# 
# [simulation]
# time = 100
# step = 0.01
# 
# [output]
# save_txt = True
# save_png = True
# out_label = output_Dirac
# 


# -------------------------------------------- #

# [Time]     [Atomic inversion function] 

   00.00	-1.0000000000
   00.01	-0.9995000426
   00.02	-0.9980006685
   00.03	-0.9955033768
   00.04	-0.9920106647
   00.05	-0.9875260245
   00.06	-0.9820539405
   00.07	-0.9755998844
   00.08	-0.9681703098
   00.09	-0.9597726454
   00.10	-0.9504152885
   00.11	-0.9401075955
   00.12	-0.9288598730
   00.13	-0.9166833682
   00.14	-0.9035902565
   00.15	-0.8895936297
   00.16	-0.8747074833
   00.17	-0.8589467025
   00.18	-0.8423270466
   00.19	-0.8248651337
   00.20	-0.8065784245
   00.21	-0.7874852042
   00.22	-0.7676045641
   00.23	-0.7469563835
   00.24	-0.7255613087
   00.25	-0.7034407317
   00.26	-0.6806167713
   00.27	-0.6571122497
   00.28	-0.6329506701
   00.29	-0.6081561931
   00.30	-0.5827536126
   00.31	-0.5567683298
   00.32	-0.5302263261
   00.33	-0.5031541412
   00.34	-0.4755788452
   00.35	-0.4475280104
   00.36	-0.4190296847
   00.37	-0.3901123624
   00.38	-0.3608049587
   00.39	-0.3311367808
   00.40	-0.3011374945
   00.41	-0.2708370965
   00.42	-0.2402658843
   00.43	-0.2094544259
   00.44	-0.1784335292
   00.45	-0.1472342129
   00.46	-0.1158876750
   00.47	-0.0844252595
   00.48	-0.0528784262
   00.49	-0.0212787189
   00.50	+0.0103422655
   00.51	+0.0419529093
   00.52	+0.0735216041
   00.53	+0.1050167831
   00.54	+0.1364069538
   00.55	+0.1676607286
   00.56	+0.1987468566
   00.57	+0.2296342544
   00.58	+0.2602920378
   00.59	+0.2906895509
   00.60	+0.3207963984
   00.61	+0.3505824758
   00.62	+0.3800179998
   00.63	+0.4090735373
   00.64	+0.4377200357
   00.65	+0.4659288512
   00.66	+0.4936717767
   00.67	+0.5209210713
   00.68	+0.5476494880
   00.69	+0.5738303006
   00.70	+0.5994373306
   00.71	+0.6244449736
   00.72	+0.6488282243
   00.73	+0.6725627004
   00.74	+0.6956246691
   00.75	+0.7179910704
   00.76	+0.7396395400
   00.77	+0.7605484312
   00.78	+0.7806968376
   00.79	+0.8000646130
   00.80	+0.8186323921
   00.81	+0.8363816074
   00.82	+0.8532945103
   00.83	+0.8693541893
   00.84	+0.8845445863
   00.85	+0.8988505122
   00.86	+0.9122576625
   00.87	+0.9247526316
   00.88	+0.9363229262
   00.89	+0.9469569763
   00.90	+0.9566441479
   00.91	+0.9653747549
   00.92	+0.9731400672
   00.93	+0.9799323205
   00.94	+0.9857447233
   00.95	+0.9905714638
   00.96	+0.9944077162
   00.97	+0.9972496442
